Script ID,Item,Item type,Item question,Question Response
F4I38829,The blonde wore the bikini while she washed the car.,filler2,Did the blonde wash her hair? ,N

F4I39830,The soldier went to war while the wife worried at home.,filler2,Did the wife worry at home? ,Y

F4I40831,The postman delivered the package that was large and heavy while the neighbor watered the plants.,filler2,Did the neighbor deliver the package? ,N

F4I41832,The construction worker eyed Karen as he poured the cement.,filler2,Did the construction worker weld a bolt? ,N

F4I42833,The carpenter sanded the wood that was light and knotty as Marcia built the bench.,filler2,Did Marcia build the wagon? ,N

F4I43834,The golden retriever buried the bone as he refilled the hole.,filler2,Did the golden retriever bury the toy? ,N

F4I44835,The zookeeper held the snake that was strong and brown as the children touched it.,filler2,Did the children touch a bird? ,N

F4I45836,The consumer contracted salmonella as she ate the hamburger.,filler2,Did the consumer eat the lemon? ,N

F4I46837,The designer earned money while the miniskirt became popular.,filler2,Did the designer lose money? ,N

F4I47838,The bowler whispered a prayer while he threw the ball.,filler2,Did the bowler use a racket? ,N

F4I48839,The boys forgot the books that were heavy and thick as they left for school.,filler2,Did the boys bring their books? ,N
E1I1840,While the veterinarian showered the cat that was sickly and thin mewed in its cage.,RAT- ambiguous,Did the veterinarian take a shower?,Y

E1I2841,As the dancer stripped the curtains that were faded and musty blocked the light.,RAT- ambiguous,Did the dancer strip?,Y

E1I3842,While the sculptor covered up the statue that was chiseled and perfect stood erect.,RAT- ambiguous,Did the sculptor cover himself up?,Y

E1I4843,As the artist put make-up on the actress that was famous and beautiful walked onto the set.,RAT- ambiguous,Did the artist put make-up on?,Y

E1I5844,While the manager worked out the contract that was beneficial and generous was signed.,RAT- ambiguous,Did the manager work out?,Y

E1I6845,As the librarian lay down the book that was intellectual and depressing stayed on the shelf.,RAT- ambiguous,Did the librarian lie down?,Y

E1I7846,As the maid changed the filter that was old and dirty collected dust.,RAT- ambiguous,Did the maid change?,Y

E1I8847,While the operator transferred the caller that was eager and animated accidentally hung up.,RAT- ambiguous,Did the operator transfer?,Y

E1I9848,While the bride soaked the groom that was handsome and smiling put away his tuxedo.,RAT- ambiguous,Did the bride soak herself?,Y

E1I10849,As the prince disrobed the courtesan that was graceful and voluptuous poured the wine.,RAT- ambiguous,Did the prince disrobe?,Y

E1I11850,While the butcher prepared the meat that was tender and succulent went through the grinder.,RAT- ambiguous,Did the butcher prepare himself?,Y

E1I12851,As the CEO relocated the store that was small and unsuccessful held a sale.,RAT- ambiguous,Did the CEO relocate?,Y

E2I1852,The king that was arrogant and pompous ate dark chocolate as the servant bathed.,RAT- unambiguous,Did the servant bathe?,Y

E2I2853,The horse that was wild and testy paced in the stall while the jockey groomed.,RAT- unambiguous,Did the jockey groom himself?,Y

E2I3854,The dog that was playful and friendly fetched the stick as the trainer dried off.,RAT- unambiguous,Did the trainer dry himself off?,Y

E2I4855,The villain that was sneaky and traitorous kidnapped the blonde bombshell as the hero scratched.  ,RAT- unambiguous,Did the hero scratch himself?,Y

E2I5856,The pig that was pink and squealing escaped from its pen while the farmer settled down.,RAT- unambiguous,Did the farmer settle down?,Y

E2I6857,The teddy bear that was plush and huggable lost a button as the girl undressed.,RAT- unambiguous,Did Molly undress herself?,Y

E2I7858,The infant that was tiny and fragile cried in his crib while the baby-sitter woke up.,RAT- unambiguous,Did the baby-sitter wake up?,Y

E2I8859,The cookies that were warm and gooey baked in the oven as the mother hid.,RAT- unambiguous,Did the mother hide?,Y

E2I9860,The figurine that was tall and shapely fell over while the tailor dressed.,RAT- unambiguous,Did the tailor dress himself?,Y

E2I10861,The dishes that were orange and greasy sat in the sink as the adolescent washed.,RAT- unambiguous,Did the adolescent wash herself?,Y

E2I11862,The customer that was hurried and impatient left the shop while the barber shaved.,RAT- unambiguous,Did the barber shave?,Y

E2I12863,The client that was ruined and desperate staked out the building while the secretary calmed down.,RAT- unambiguous,Did the secretary calm down?,Y

F3I1864,As Mark packed the suitcase Neil called the travel agent.,filler1,Did Neil pack the suitcase? ,N

F3I2865,While the ambassador toured the country the bomb that was large and disastrous exploded in the capital.,filler1,Did the ambassador tour a castle? ,N

F3I3866,As the police chased the prisoner they crashed their car.,filler1,Did the prisoner crash his car? ,N

F3I4867,While the cashier bagged the groceries the customer that was flustered and rushing dropped the coupons.,filler1,Did the cashier drop the bag? ,N

F3I5868,As the repairman patched the roof that was leaky and slippery he fell on the tiles.,filler1,Did the repairman fix the floor? ,N

F3I6869,While the lawyer argued the case the jury that was arrogant and disrespectful slept in the courtroom.,filler1,Did the jury pay close attention? ,N

F3I7870,As the grandma recited the story the son read in bed.,filler1,Did the grandma sleep in bed? ,N

F3I8871,While Janis watched the fish she cleaned the tank.,filler1,Did Janis watch the cat? ,N

F3I9872,As Michael stirred the filling the crust that was golden and delicious baked in the oven.,filler1,Did the filling bake in the oven? ,N

F3I10873,While Alexander tasted the wine the butler answered the door.,filler1,Did the butler taste the wine? ,N

F3I11874,As the researcher compiled the data he created graphs.,filler1,Did a lab assistant create the graphs? ,N

F3I12875,While the father prepared the burgers he covered them with pepper.,filler1,Did the father cover the burgers with mustard? ,N

F3I13876,As Christy recited the monologue the sister that was bored and sleepy left the room.,filler1,Did Christ recite the monologue? ,Y

F3I14877,While Jennifer held the cigar that was aged and expensive she told bad jokes.,filler1,Did Jennifer tell bad jokes? ,Y

F3I15878,As the realtor sold the house that was large and brick she celebrated with her colleagues.,filler1,Did the realtor sell the house? ,Y

F3I16879,While the mother woke the son that was lazy and irresponsible she realized he was late for work.,filler1,Did the mother wake the son? ,Y

F3I17880,As the grandpa picked the raspberries that were large and ripe he saved them for the granddaughter.,filler1,Did the grandpa pick the raspberries? ,Y

F3I18881,While the man reversed the car he listened to the radio.,filler1,Did the man reverse the car? ,Y

F3I19882,As the cat chased the mouse that was small and grey it slid on the linoleum.,filler1,Did the cat chase the mouse? ,Y

F3I20883,While Richard dried the fruit that was ripe and delicious he bagged it for trail mix.,filler1,Did Richard dry the fruit? ,Y

F3I21884,As the waiter lit the candle that was tall and thin he took the couple's order.,filler1,Did the waiter light the candle? ,Y

F3I22885,While the kids teased the friend they watched the movie.,filler1,Did the kids watch the movie? ,Y

F3I23886,As the golfer swung the club the caddy pulled the cart.,filler1,Did the caddy pull the cart? ,Y

F3I24887,As the artist demonstrated the technique the painting that was exquisite and delicate fell off the easel.,filler1,Did the paiting fall off the easel? ,Y

F3I25888,While the woman jumped rope she sprained her ankle.,filler1,Did the woman jump rope? ,Y

F3I26889,While the archer aimed the bow the bird hid in the tree.,filler1,Did the archer aim the bow? ,Y

F3I27890,While the goalie smoothed the ice that was rough and melting he fell on the center line.,filler1,Did the goalie maitain his balance? ,N

F3I28891,As NASA launched the shuttle they taunted the Russians.,filler1,Did NASA reconcile with the Russians? ,N

F3I29892,As the chef sampled the sauce she boiled the noodles.,filler1,Did the chef make pastries? ,N

F3I30893,As the skier removed the skies he collapsed in the snow.,filler1,Did the skier keep his skies on? ,N

F3I31894,As the maid tidied the house she made the bed.,filler1,Did the maid vacuum the floor? ,N

F3I32895,As the contestant spun the wheel that was large and colorful she clapped her hands.,filler1,Did the contestant stay quiet? ,N

F3I33896,While the secretary made the photocopy that was brief and important she broke the Xerox machine.,filler1,Did the secretar send a fax? ,N

F3I34897,As the campers built the fire they gathered more wood.,filler1,Did the campers douse the fire? ,N

F3I35898,As the biologist observed the specimen the patient that was feverish and dying screamed in pain.,filler1,Did the patiet feel better? ,N

F3I36899,While the actor memorized the lines he walked his dog.,filler1,Did the actor walk aloe? ,N

F3I37900,While the ghost rattled the chains that were metal and heavy it woke the tired child.,filler1,Did the child rattle chains? ,N

F3I38901,As the salesman laced the shoe that was small and narrow he slid it on the customer's foot.,filler1,Did the customer wear a large and wide shoe? ,N

F3I39902,While the doctor injected the medicine that was green and bubbly he held the patient.,filler1,Did the doctor give the patient a pill? ,N

F3I40903,While the student used the clarinet the brother covered his ears.,filler1,Did the brother listen attetively? ,N

F3I41904,While the choir sang the hymn the child squirmed in the pew.,filler1,Did the child sing a hymn? ,N

F3I42905,While the minister married the couple he wore the robe.,filler1,Did the minister perform funeral services? ,N

F4I1906,The poodle sniffed the food as he scratched his ear.,filler1,Did the poodle sniff the food?,Y

F4I2907,Mabel fixed the socks while she watched the TV.,filler2,Did Mabel watch the fire? ,N

F4I3908,Joseph freed the bird that was red and yellow as the zookeeper watched in horror.,filler2,Did Joseph free the lion? ,N

F4I4909,The mother served the broccoli while the kids banged the table.,filler2,Did the kids bang the gong? ,N

F4I5910,The tornado destroyed the city hall that was modern and spectacular as it visited the city.,filler2,Did the tornado destroy the auditorium? ,N

F4I6911,The butterfly fluttered her wings while she laid the eggs.,filler2,Did the butterfly flutter her wings? ,Y

F4I7912,Fido gnawed the milk bone that was small and tasty as Dave fed the cat.,filler2,Did Dave feed the cat? ,Y

F4I8913,The camper stirred the beans that were brown and scrumptious while the fire warmed the pot.,filler2,Did the fire warm the house? ,N

F4I9914,The mistress applied lipstick as she rode the bike.,filler2,Did the mistress ride the bike? ,Y

F4I10915,The gymnast hurt her ankle that was twisted and swollen while she completed the vault.,filler2,Did the gymnast complete the vault? ,Y

F4I11916,The professor scolded the student that was conscientious and reliable as they bumped in the hallway.,filler2,Did the professor scold the senator? ,N

F4I12917,The grandma braided the pigtails that were thick and blonde while she groomed the girl.,filler2,Did the grandma braid the pigtails? ,Y

F4I13918,Andrew observed the house that was dark and haunted as the mother baked the cookies.,filler2,Did the mother bake the cookies? ,Y

F4I14919,The exterminator entered the school while the cockroaches scurried.,filler2,Did the exterminator enter the restaurant? ,N

F4I15920,Gary lost the data that was rare and critical as he reformatted his hard drive.,filler2,Did Gary reformat his hard drive? ,Y

F4I16921,Yasmeen memorized the formula that was long and complicated while the instructor erased the board.,filler2,Did the instructor erase the hard drive? ,N

F4I17922,The cowboy branded the cow as he warmed the instrument over the fire.,filler2,Did the cowboy brand the goat? ,N

F4I18923,The mother comforted the toddler that was chubby and scared while the clown handed him a balloon.,filler2,Did the mother comfort the toddler? ,Y

F4I19924,The fireman rescued the kitten as the house burned to the ground.,filler2,Did the fireman rescue the kitten? ,Y

F4I20925,The referee blew the whistle while he noticed the foul.,filler2,Did the referee notice the foul? ,Y

F4I21926,The hostess folded the bedspread that was pink and musty as the guest entered the bedroom.,filler2,Did the hostess fold the bedspread? ,Y

F4I22927,The kids mixed the ingredients while Tim kneaded the dough.,filler2,Did Tim knead the dough? ,Y

F4I23928,The patient threatened suicide as the psychiatrist administered drugs.,filler2,Did the psychiatrist administer drugs? ,Y

F4I24929,The guitarist plucked the guitar that was old and flat while the lovers entered the room.,filler2,Did the guitarist pluck the guitar? ,Y

F4I25930,The toddler wore the pajamas as he went to bed.,filler2,Did the toddler go to bed? ,Y

F4I26931,Mickey watched the parade while the drummer dropped his instrument.,filler2,Did the drummer drop his pants? ,N

F4I27932,The woman cashed the check that was valuable and important as she stopped at the bank.,filler2,Did the woman cash the check? ,Y

F4I28933,The archaeologist dug the pit that was deep and muddy as the supervisor broke the artifact.,filler2,Did the supervisor break the computer? ,N

F4I29934,The wife washed the dishes as the husband did the laundry.,filler2,Did the wife wash the windows? ,N

F4I30935,The class left the building that was large and brick as it formed a line.,filler2,Did the class leave a restaurant? ,N

F4I31936,The bat bit James as he screamed.,filler2,Did the bat bite Kelly? ,N

F4I32937,The truck driver wiped his brow while he removed his shirt.,filler2,Did the truck driver remove his watch? ,N

F4I33938,The pitcher threw the pitch that was low and inside while the batter held the bat.,filler2,Did the batter hold the pipe? ,N

F4I34939,Desmond held the football that was heavy and brown while Kevin took a fall.,filler2,Did Desmond hold the kitten? ,N

F4I35940,Diana requested the painkiller as she began childbirth.,filler2,Did Diana request a hamburger? ,N

F4I36941,Kate bought the vase that was gorgeous and delicate while the shopkeeper earned commission.,filler2,Did Kate buy the picture frame? ,N

F4I37942,The judge addressed the jury that was rude and inattentive as the witness gave the testimony.,filler2,Did the judge address the class? ,N

F4I38943,The blonde wore the bikini while she washed the car.,filler2,Did the blonde wash her hair? ,N

F4I39944,The soldier went to war while the wife worried at home.,filler2,Did the wife worry at home? ,Y

F4I40945,The postman delivered the package that was large and heavy while the neighbor watered the plants.,filler2,Did the neighbor deliver the package? ,N

F4I41946,The construction worker eyed Karen as he poured the cement.,filler2,Did the construction worker weld a bolt? ,N

F4I42947,The carpenter sanded the wood that was light and knotty as Marcia built the bench.,filler2,Did Marcia build the wagon? ,N

F4I43948,The golden retriever buried the bone as he refilled the hole.,filler2,Did the golden retriever bury the toy? ,N

F4I44949,The zookeeper held the snake that was strong and brown as the children touched it.,filler2,Did the children touch a bird? ,N

F4I45950,The consumer contracted salmonella as she ate the hamburger.,filler2,Did the consumer eat the lemon? ,N

F4I46951,The designer earned money while the miniskirt became popular.,filler2,Did the designer lose money? ,N

F4I47952,The bowler whispered a prayer while he threw the ball.,filler2,Did the bowler use a racket? ,N

F4I48953,The boys forgot the books that were heavy and thick as they left for school.,filler2,Did the boys bring their books? ,N

E1I1954,The wise consumer understood the label was a very misleading one.,Ambiguous,Was the consumer easily tricked?,N
E1I2955,The experienced boss emphasized the objective should not be abandoned yet.,Ambiguous,Should the goal be pursued further?,Y
E1I3956,The popular novelist wrote the essay would change the voters' minds.,Ambiguous,Would the essay influence anyone?,Y
E1I4957,The amateur musician learned the song couldn't be recorded for hours,Ambiguous,Could the song be recorded later?,Y
E1I5958,The coast guard confirmed the drowning could not have been avoided.,Ambiguous,Could the sailor have been saved?,N
E1I6959,The upset customer asserted the complaint should be taken very seriously.,Ambiguous,Was the customer happy with the service?,N
E1I7960,The devoted caretaker maintained the garden was causing his chronic allergies.,Ambiguous,Were cats the cause of his allergies?,N
E1I8961,The stuttering child repeated the threat was highly unnecessary and hurtful.,Ambiguous,Was the threat mean-spirited?,Y
E2I1962,The two hunters heard that the birds had begun migrating in October.,Unambiguous,Were the birds migrating?,Y
E2I2963,The local publisher printed that the quote had not been accurately reported.,Unambiguous,Could someone have been misquoted?,Y
E2I3964,The distracted businessman forgot that the address was written in the e-mail.,Unambiguous,Was the address written on paper?,N
E2I4965,The new mayor advocated that the strategy could be implemented next year.,Unambiguous,Does the mayor want to implement the strategy?,Y
E2I5966,The French explorers discovered that the treasure had caused a vicious battle.,Unambiguous,Had the treasure caused a conflict?,Y
E2I6967,The political group protested that the treaty had been broken many times.,Unambiguous,Had the treaty been followed?,N
E2I7968,The basketball star accepted that the contract would have to be negotiated.,Unambiguous,Should the star sign right away?,N
E2I8969,The angry residents warned that the kids had disturbed every single weekend.,Unambiguous,Were the residents pleased with the kids?,N
E3I1970,The travel agent suggested the vacation would just have to wait.,Ambiguous,Was now a good time for a vacation?,N
E3I2971,The new babysitter worried the parents would be several hours late.,Ambiguous,Did the babysitter worry the parents?,N
E3I3972,The local detectives proved the conspiracy had been carefully covered up.,Ambiguous,Had the conspiracy been concealed?,Y
E3I4973,The cab driver assumed the blame belonged to the other driver.,Ambiguous,Did the cab driver claim responsibility?,N
E3I5974,The district attorney argued the point would be impossible to avoid.,Ambiguous,Would the point be easily forgotten?,N
E3I6975,The famous justice decided the case should never have been tried.,Ambiguous,Was the case tried?,Y
E3I7976,The injured woman suspected the teenager had hit her from behind.,Ambiguous,Did the woman suspect the teenager?,Y
E3I8977,The weary traveler claimed the luggage had been stolen in Rome.,Ambiguous,Did the traveler's luggage disappear?,Y
E4I1978,The naive child believed that the fable had been written for him.,Unambiguous,Was the child somewhat gullible?,Y
E4I2979,The shrewd salesman figured that the prices would be going up soon.,Unambiguous,Were the prices going to rise?,Y
E4I3980,The observant sleuth realized that the situation should be watched very closely.,Unambiguous,Was the detective careful and aware?,Y
E4I4981,The account executive concluded that the speech had not gone very well,Unambiguous,Did the speech please the executive?,N
E4I5982,The football fan inferred that the score was due to several injuries.,Unambiguous,Were the players unscathed?,N
E4I6983,The friendly clerk indicated that the price would be halved next week.,Unambiguous,Was the price steady?,N
E4I7984,The new receptionist admitted that the mistake should have been corrected sooner.,Unambiguous,Should the receptionist have waited?,N
E4I8985,The famous researcher implied that the findings had been revealed too soon.,Unambiguous,Were the findings revealed too early?,Y
E9I1986,The hero who destroyed the villain spent daylight hours in his lair.,,Did the hero spend the day in the city?,N
E9I2987,The committee who met the applicant explained the reasoning for their decision.,,Did the committee neglect to give a reason?,N
E9I3988,The expert who revered the source wrote a commentary on natural selection.,,Did the expert write a poem?,N
E9I4989,The co-worker who intimidated the professional delayed his response to the question.,,Did the co-worker answer right away?,N
E9I5990,The critic who acknowledged the writer discussed the strengths of the piece.,,Did the critic discuss the weakness?,N
E9I6991,The bully who challenged the nerd began the quarrel with an insult.,,Did the bully start with a complement?,N
E9I7992,The scientist who aided the technician assumed the blame for the error.,,Did the scientist blame someone else?,N
E9I8993,The host who engaged the visitor described the route to the attractions.,,Did the host describe the attractions?,N
E9I9994,The plumber who frustrated the janitor lost the key on the street.,,Did the plumber lose the key?,Y
E9I10995,The hairdresser who hired the beautician transformed the salon for the better.,,Did the hairdresser improve the salon?,Y
E9I11996,The lecturer who provoked the dean left the university in the summer.,,Did the lecturer leave during the summer?,Y
E9I12997,The trumpeter who loved the drummer formed the band two years ago.,,Did the trumpeter start the band?,Y
E9I13998,The intern who feared the boss disregarded the messages on her voicemail.,,Did the intern ignore her voicemail?,Y
E9I14999,The roommate who annoyed the landlord slammed the door of the apartment.,,Did the roommate close the door loudly?,Y
E9I151000,The player who avoided the coach entered the room at the gym.,,Did the player come into the room?,Y
E9I161001,The mayor who called the advisor requested an update on the project.,,Did the mayor ask for new project details?,Y
E10I11002,The librarian who the teacher angered misplaced the book from the depository. ,,Did the librarian keep track of the book?,N
E10I21003,The pharmacist who the assistant helped placed the order for the drug.,,Did the pharmacist order a coupon book?,N
E10I31004,The waitress who the bartender hugged dropped the tray on the floor.,,Did the waitress drop the tray on the table?,N
E10I41005,The client who the retailer contacted offered a deal of the century.,,Did the client retract a deal?,N
E10I51006,The celebrity who the athlete admired won the award at the ceremony.,,Did the celebrity suffer a defeat?,N
E10I61007,The detective who the spy recognized crossed the street at the light.,,Did the detective cross at the sign?,N
E10I71008,The journalist who the editor complimented revised the article for the newspaper.,,Did the journalist work for a magazine?,N
E10I81009,The employee who the executive praised finished the project right on time.,,Did the employee finish late?,N
E10I91010,The legislator who the senator visited falsified the documents for the trip.,,Did the legislator use fake documents?,Y
E10I101011,The soldier who the enemy shot received a medal for the battle.,,Did the soldier receive an honor?,Y
E10I111012,The officer who the murderer described told a lie about the past.,,Did the officer say something that wasn't true?,Y
E10I121013,The reporter who the cameraman followed damaged the equipment during the trip.,,Did the reporter break equipment?,Y
E10I131014,The understudy who the agent telephoned shared the news about the suicide.,,Did the understudy talk about the death?,Y
E10I141015,The consultant who the programmer confronted broke the computer in a rage.,,Did the consultant get angry?,Y
E10I151016,The supervisor who the owner deceived kept the money in the end.,,Did the supervisor hold onto the money?,Y
E10I161017,The entrepreneur who the stockbroker hated sold shares after the merger.,,Did the entrepreneur get rid of his shares? ,Y
F11I11018,The clerk at the records office clarified the confusing statement on the application.,Filler,Was the statement very straightforward?,N
F11I21019,The handsome prince offered but his bride's family declined the fortune.,Filler,Would the prince remain a bachelor?,N
F11I31020,The two friends wagered their allowance on who would get the highest test score.,Filler,Did the friends bet on a baseball game?,N
F11I41021,The mysterious woman divulged her deepest and darkest secrets to the bus driver.,Filler,Was the woman very shy?,N
F11I51022,The radio newscaster verified the short and exciting report before the broadcast.,Filler,Was the report true?,Y
F11I61023,The bargain shopper saw the beautiful and expensive raincoat after the sale was over.,Filler,Was the shopper careless with cash?,N
F11I71024,The exuberant team planned a huge and extravagant party for after the game.,Filler,Did the team feel good about things?,Y
F11I81025,The science teacher verified the unexpected results because she found them implausible.,Filler,Did the results seem strange?,Y
F11I91026,The temporary assistant saw the short and inappropriate memo while rummaging through the files.,Filler,Did the assistant notice the memo?,Y
F11I101027,The injured man imagined the attack while in the emergency room.,Filler,Had the man been assaulted?,Y
F11I111028,The worried mother determined the explanation for why her son had been avoiding her.,Filler,Was the mother concerned about her son?,Y
F11I121029,The flight attendant clarified the instructions when the passengers asked questions.,Filler,Was the flight attendant helpful?,Y
F11I131030,The church workers offered the kids a free bible and some coloring books.,Filler,Did the workers offer them food?,N
F11I141031,The curious girl comprehended the answer but asked the question again.,Filler,Did the girl understand the first time?,Y
F11I151032,The office staff raced but there was no clear winner.,Filler,Did someone come in first place?,N
F11I161033,The teacher's assistant divulged the purpose of her colleague's absence.,Filler,Did the assistant know the purpose?,Y
F11I171034,Many of the cheerleaders recalled the difficult and strenuous routine from last year's homecoming game.,Filler,Did the cheerleaders forget the routine?,N
F11I181035,The attorneys for the family disputed the authorities' version of what transpired.,Filler,Were the events completely agreed upon?,N
F11I191036,The wealthy investor regretted the bad and unfortunate decision once he realized the consequences.,Filler,Was the investor rich?,Y
F11I201037,The models in the fashion show revealed their stylish tank tops.,Filler,Were the models wearing sweaters?,N
F11I211038,The I.R.S. agent demanded the full amount the week following the audit.,Filler,Did the audit go well?,N
F11I221039,The poodle recognized his owner's scent on the clothing that was discovered.,Filler,Did the dog have a keen sense of smell?,Y
F11I231040,The waitress promised her regulars a free cup of coffee.,Filler,Would the regulars have eggs?,N
F11I241041,The foreign students sat down but couldn't understand the lecture.,Filler,Were the students a bit confused?,Y
F11I251042,The angry mob announced their demands but still refused to negotiate.,Filler,Did the mob want to compromise?,N
F11I261043,The nervous teenager lied to the judge to avoid incriminating his friend.,Filler,Did the witness commit perjury?,Y
F11I271044,The bored librarian painted her fingernails after shelving several books.,Filler,Was the librarian very busy?,N
F11I281045,The interior decorator hammered away and hung the painting on the wall.,Filler,Did the decorator hang a poster?,N
F11I291046,The new salesman insulted the stranger and she left the store.,Filler,Was the stranger satisfied?,N
F11I301047,The soccer player kicked the ball through the goalie's hands.,Filler,Did the soccer player score?,Y
F11I311048,The thoughtful daughter cared for her elderly mother.,Filler,Was the mother taken care of?,Y
F11I321049,The new homeowner slept in the room next to the garden.,Filler,Did the homeowner sleep near plants and shrubs?,Y
E1I11050,The two hunters heard the birds had begun migrating in October.,Ambiguous,Were the birds migrating?,Y
E1I21051,The local publisher printed the quote had not been accurately reported.,Ambiguous,Could someone have been misquoted?,Y
E1I31052,The distracted businessman forgot the address was written in the e-mail.,Ambiguous,Was the address written on paper?,N
E1I41053,The new mayor advocated the strategy could be implemented next year.,Ambiguous,Does the mayor want to implement the strategy?,Y
E1I51054,The French explorers discovered the treasure had caused a vicious battle.,Ambiguous,Had the treasure caused a conflict?,Y
E1I61055,The political group protested the treaty had been broken many times.,Ambiguous,Had the treaty been followed?,N
E1I71056,The basketball star accepted the contract would have to be negotiated.,Ambiguous,Should the star sign right away?,N
E1I81057,The angry residents warned the kids had disturbed every single weekend.,Ambiguous,Were the residents pleased with the kids?,N
E2I11058,The wise consumer understood that the label was a very misleading one.,Unambiguous,Was the consumer easily tricked?,N
E2I21059,The experienced boss emphasized that the objective should not be abandoned yet.,Unambiguous,Should the goal be pursued further?,Y
E2I31060,The popular novelist wrote that the essay would change the voters' minds.,Unambiguous,Would the essay influence anyone?,Y
E2I41061,The amateur musician learned that the song couldn't be recorded for hours,Unambiguous,Could the song be recorded later?,Y
E2I51062,The coast guard confirmed that the drowning could not have been avoided.,Unambiguous,Could the sailor have been saved?,N
E2I61063,The upset customer asserted that the complaint should be taken very seriously.,Unambiguous,Was the customer happy with the service?,N
E2I71064,The devoted caretaker maintained that the garden was causing his chronic allergies.,Unambiguous,Were cats the cause of his allergies?,N
E2I81065,The stuttering child repeated that the threat was highly unnecessary and hurtful.,Unambiguous,Was the threat mean-spirited?,Y
E3I11066,The naive child believed the fable had been written for him.,Ambiguous,Was the child somewhat gullible?,Y
E3I21067,The shrewd salesman figured the prices would be going up soon.,Ambiguous,Were the prices going to rise?,Y
E3I31068,The observant sleuth realized the situation should be watched very closely.,Ambiguous,Was the detective careful and aware?,Y
E3I41069,The account executive concluded the speech had not gone very well.,Ambiguous,Did the speech please the executive?,N
E3I51070,The football fan inferred the score was due to several injuries.,Ambiguous,Were the players unscathed?,N
E3I61071,The friendly clerk indicated the price would be halved next week.,Ambiguous,Was the price steady?,N
E3I71072,The new receptionist admitted the mistake should have been corrected sooner.,Ambiguous,Should the receptionist have waited?,N
E3I81073,The famous researcher implied the findings had been revealed too soon.,Ambiguous,Were the findings revealed too early?,Y
E4I11074,The travel agent suggested that the vacation would just have to wait.,Unambiguous,Was now a good time for a vacation?,N
E4I21075,The new babysitter worried that the parents would be several hours late.,Unambiguous,Did the babysitter worry the parents?,N
E4I31076,The local detectives proved that the conspiracy had been carefully covered up.,Unambiguous,Had the conspiracy been concealed?,Y
E4I41077,The cab driver assumed that the blame belonged to the other driver.,Unambiguous,Did the cab driver claim responsibility?,N
E4I51078,The district attorney argued that the point would be impossible to avoid.,Unambiguous,Would the point be easily forgotten?,N
E4I61079,The famous justice decided that the case should never have been tried.,Unambiguous,Was the case tried?,Y
E4I71080,The injured woman suspected that the teenager had hit her from behind.,Unambiguous,Did the woman suspect the teenager?,Y
E4I81081,The weary traveler claimed that the luggage had been stolen in Rome.,Unambiguous,Did the traveler's luggage disappear?,Y
E9I11082,The librarian who angered the teacher misplaced the book from the depository.,,Did the librarian keep track of the book?,N
E9I21083,The pharmacist who helped the assistant placed the order for the drug.,,Did the pharmacist order a coupon book?,N
E9I31084,The waitress who hugged the bartender dropped the tray on the floor.,,Did the waitress drop the tray on the table?,N
E9I41085,The client who contacted the retailer offered a deal of the century.,,Did the client retract a deal?,N
E9I51086,The celebrity who admired the athlete won the award at the ceremony.,,Did the celebrity suffer a defeat?,N
E9I61087,The detective who recognized the spy crossed the street at the light.,,Did the detective cross at the sign?,N
E9I71088,The journalist who complimented the editor revised the article for the newspaper.,,Did the journalist work for a magazine?,N
E9I81089,The employee who praised the executive finished the project right on time.,,Did the employee finish late?,N
E9I91090,The legislator who visited the senator falsified the documents for the trip.,,Did the legislator use fake documents?,Y
E9I101091,The soldier who shot the enemy received a medal for the battle.,,Did the soldier receive an honor?,Y
E9I111092,The officer who described the murderer told a lie about the past.,,Did the officer say something that wasn't true?,Y
E9I121093,The reporter who followed the cameraman damaged the equipment during the trip.,,Did the reporter break equipment?,Y
E9I131094,The understudy who telephoned the agent shared the news about the suicide.,,Did the understudy talk about the death?,Y
E9I141095,The consultant who confronted the programmer broke the computer in a rage.,,Did the consultant get angry?,Y
E9I151096,The supervisor who deceived the owner kept the money in the end.,,Did the supervisor hold onto the money?,Y
E9I161097,The entrepreneur who hated the stockbroker sold shares after the merger.,,Did the entrepreneur sell off shares? ,Y
E10I11098,The hero who the villain destroyed spent daylight hours in his lair.,,Did the hero spend the day in the city?,N
E10I21099,The committee who the applicant met explained the reasoning for their decision.,,Did the committee neglect to give a reason?,N
E10I31100,The expert who the source revered wrote a commentary on natural selection.,,Did the expert write a poem?,N
E10I41101,The co-worker who the professional intimidated delayed his response to the question.,,Did the co-worker answer right away?,N
E10I51102,The critic who the writer acknowledged discussed the strengths of the piece.,,Did the critic discuss the weakness?,N
E10I61103,The bully who the nerd challenged began the quarrel with an insult.,,Did the bully start with a complement?,N
E10I71104,The scientist who the technician aided assumed the blame for the error.,,Did the scientist blame someone else?,N
E10I81105,The host who the visitor engaged described the route to the attractions.,,Did the host describe the attractions?,N
E10I91106,The plumber who the janitor frustrated lost the key on the street.,,Did the plumber lose the key?,Y
E10I101107,The hairdresser who the beautician hired transformed the salon for the better. ,,Did the hairdresser improve the salon?,Y
E10I111108,The lecturer who the dean provoked left the university in the summer.,,Did the lecturer leave during the summer?,Y
